Id,Name,TypeId,Provider Id,Description
556,NSLoan,14,3592,
557,TCI,14,18539,
558,DecisionLender,14,8920,
559,Engage,30,6717,
560,Byte,30,12798,
561,Calyx,30,10624,
562,CAMS-ii,30,6189,
563,Cenlar,30,11057,
564,KeyStone,36,5731,
565,CRI Solutions,30,7449,
566,CU*Base,30,93,
567,CU*Base,30,2338,
568,mpowered,30,6547,
569,CU Members Mortgage,30,7420,
570,CUSO Mortgage Corp,30,7271,
571,Mortgagebot,30,310,
572,Avista,30,310,
573,Encompass,30,10620,
574,LoanSphere Empower®,30,10516,
575,FICS,30,7536,
576,Fiserv,30,241,
577,DataSafe,30,241,
578,Loancierge™,30,241,
579,XP2,30,241,
580,FSC,30,11515,
581,HomeBridge Financial Services,30,18540,
582,Member Mortgage Services,30,6745,
583,LoansPQ™,30,4369,
584,Midwest Loan Services,30,8287,
585,MMS,30,10360,
586,Mortgage Builder,30,9354,
587,Mortgage Center,30,9028,
588,MortgageClick,30,6960,
589,Mortgage Computer,30,8332,
590,LoanQuest,30,7977,
591,myCUmortgage,30,6736,
592,OwnersChoice,30,18541,
593,Prime Alliance,30,7460,
594,Superior Financial,30,9175,
595,Symitar,30,417,
596,AMEX,12,18542,
597,Discover,12,8291,
598,Mastercard,12,8436,
599,Visa,29,7140,
600,Mastercard,29,8436,
601,nCino,34,18543,
602,ALM First,21,8496,
603,CoNetrix,20,11270,
604,Continuity,20,10501,
605,Digital Compliance,20,10872,
606,Maple Street,20,3528,
607,OnTrack,20,18544,
608,D3 Banking,6,6360,"D3 Banking is a data driven digital solution that integrates online and mobile channels replacing siloed, point and legacy products. D3 Banking allows credit unions to deliver a consistent user experience across a comprehensive set of services using responsive design in a transactional environment combined with intuitive design to drive deeper member relationships, lower operational costs and reduce IT infrastructure complexity.    D3 Banking offers an innovative money movement capability that simplifies the members’ ability to transfer money and pay bills while allowing the credit union to completely control the user experience  and data associated with those transfers and payments. D3 Banking’s integrated financial management tools automatically categorize transactions to create customizable budgets for members and our powerful data analytics engine helps credit unions identify new opportunities to serve their members.     D3 Banking is a strategic solution for now and the future freeing credit unions from the limitations of legacy vendors."
609,D3 Banking,9,6360,
610,D3 Banking,24,6360,
611,eSign plus,17,7127,
612,mpowered,17,6547,
613,ME2,6,3044,
614,SmartApp,6,3044,
615,ESP,6,3044,
616,20/20 Analytics,2,10563,
617,Akcelerant,15,6630,"The Loan Origination module is an innovative application for both direct and indirect lending that has raised the bar in automated solutions. With powerful decisioning, highly customizable applications, dynamic features, and extensive third-party integrations, financial institutions can deliver instant, automated decisions to applicants from any origination channel."
618,oFlows,15,8262,
619,INMO,34,18545,
620,Samaha & Associates,1,9856,
622,CU Impact,3,6730,"CU Impact, is a specialized shared banking system that helps to scale-up the delivery of innovative products and services in low-income and underserved communities. CU Impact provides a robust technological platform to accommodate ongoing innovation, facilitate collaboration and generate growth. It will also deliver financial services on a large scale at low-cost, sustainably, and without losing the hard-earned trust of low-income consumers."
623,AccountCreate℠,34,241,
624,Architect (ORCC),6,241,
625,SSB Internet Banking (ACI Worldwide),9,241,
626,"Systronics, Inc.",9,294,
627,Open Technology Solutions,9,9172,
628,NetTeller Member Connect,9,417,
629,NetTeller Member Connect,9,1448,
630,CO-OP Mobile,6,210,"The reality of your members’ financial lives is that they likely have accounts at multiple credit unions – and they’re constantly juggling apps and websites to check balances, pay bills, make deposits, and more. Isn’t it about time to make use of the power of the credit union network and aggregate those accounts for our members’ convenience?    With a membership of more than 5,000 credit unions nationwide, CO-OP Financial Services is adding the ultimate virtual branch to our network. It’s called Sprig by CO-OP, and it’s available now.    This virtual credit union wallet-combining all the accounts a member holds from any institution in the network together in one spot. It’s as convenient as a laptop or smartphone and accessible anytime, day or night. Members can access their accounts, make remote deposits, transfer between accounts, make real-time good funds person-to- person payments (in and out of participating networks) – from virtually anywhere."
631,AgilityWeb™,9,9071,
632,AgilityWeb™,18,9071,
633,Voyager®,9,241,
634,eStatements,18,11806,
635,Spark,41,7149,
636,iPower®,3,18548,
637,Bankjoy,6,18549,
638,OAO,34,5828,
640,OAO,34,6601,
641,Select Mobile™,7,130,
642,Lending 360,15,6744,
643,Lending 360,34,6744,
644,Lending 360,34,130,
645,Lending 360,15,130,
647,It's Me 247,34,93,
648,It's Me 247,34,69,
649,It's Me 247,34,2338,
650,UltraData® Enteprise,3,310,"The UltraData Enterprise solution offers a suite of integrated, complementary applications, open architecture and connectivity which provides credit unions the operational efficiencies, employee productivity and unsurpassed member service they need to compete in an omni-channel environment. Nearly one thousand credit unions have trusted D+H for decades to help them serve their members with real-time technology solutions that enable them to truly focus on what’s important – their employees and the member-owners they serve."
651,DataSafe,9,241,Fiserv chose not to participate in this guide and as such we are not able to provide a description of DNA.
652,Community Charter,42,6991,"This phrase is the foundation of the Dollar Associates, LLC approach to field of membership consultation. We are convinced that the future of many credit unions is directly tied to the ability to diversify their product offerings and potential membership.    No one knows the process better for converting to a community charter than our team at Dollar Associates. Likewise, no one knows the questions you must be prepared to answer to make sure that you ""do it right"" when it comes to evaluating and applying for a FOM expansion.    Even though significant efforts have been made in recent years to streamline the rules and regulations pertaining to field of membership expansion requests, the process involved to convert to a community charter can, in many cases, become complex and cumbersome without clear direction and guidance. As shown in the chart below, the number of federal community charters approved has diminished greatly in recent years, indicating the complexity involved with gaining approval.    While the numbers have decreased in recent years, the benefit of adding potential members through a community charter continues to be a valuable diversification strategy for many credit unions, and we are here to make the process easier.    The Dollar Associates process in assisting our credit union clients in identifying potential field of membership expansion options begins with an initial consultation. This consultation allows us to strategize with you, your management team, and board to identify the field of membership opportunities available for your credit union. This initial consultation has proven to be invaluable for us and the credit union based on our experience in working with many credit unions considering field of membership expansion options.    During the consultation process, we generally do the following:            Discuss and evaluate current need for diversification          Review current field of membership as well as geographic area covered by the credit union          Discuss the current regulatory, statutory and political environment associated with field of membership expansions          Discuss and evaluate available options (community charter, underserved area expansion, TIP charter) in an effort to identify the best solution to your diversification needs          Review current financial condition of the credit union          Discuss the NCUA or state regulatory agency submission and approval process for field of membership expansions          Provide an overview of our services specific to the field of membership option best suited to your needs          Answer any questions staff may have regarding any of the available expansion options, process or our services    If you feel the strategic goals of your credit union could best be met by a community charter or other field of membership expansion, we would value the opportunity to discuss this matter with you."
653,TIP Charter,42,6991,"Relatively new to the credit union industry (Introduced in 2003), TIP charters allow single-sponsor credit unions to serve all employees in a specific trade, industry, or profession within a defined geographic area. The chart below reflects the growing nature of this charter type within the credit union industry.    Even though significant efforts have been made in recent years to streamline the rules and regulations pertaining to field of membership expansion requests, the relatively new process to convert to a TIP charter can, in many cases, become complex and cumbersome without clear direction and guidance. A number of key considerations must be taken into account whenever a credit union decides to pursue the option of a TIP charter.    Specifically, the credit union must be able to clearly establish and document three critical components in order to obtain a TIP charter from NCUA. First, the TIP to be served must be clearly and definitively identified, including any geographic limitations. Second, the credit union must be able to provide sufficient evidence to show it has the ability to serve the TIP. Third, the credit union must be able to demonstrate through a detailed business and marketing plan how it will serve the entire TIP. In addition to these legal requirements, there are also practical and political considerations that must be factored into any application to convert to a TIP charter."
654,Underserved Area,42,6991,"Following NCUA's recent rule change IRPS 08-2, underserved area adoptions remain a viable growth and diversification strategy for multiple common bond credit unions. Although the new rule raises additional hurdles for approval to serve an underserved area, the value in adding underserved areas to your charter are numerous.    The numbers clearly indicate that credit unions serving underserved areas have stronger growth rates than do the overall credit union community as a whole. Likewise, the ability to offer a lower cost financial alternative to the many pawn shops and check cashing outlets that seem to be on every street corner in an underserved area is an integral part of the credit union heartbeat.    In fact, documentation of service to persons of modest means is a growing credit union priority that can be enhanced by adopting underserved areas. Most credit union core processing systems can monitor new loans, account openings and services extended to residents of underserved areas through their addresses.    Equal in importance to the service and growth opportunities that come from adopting underserved areas, the ability to expand a credit union's outreach into an underserved neighborhood or community provides a membership diversification option that can help position the credit union to prosper for decades to come.    With over 90 million Americans living in underserved areas throughout the United States, many need a financial partner to assist them with their American Dream of financial self sufficiency. A pawn shop or check cashing outlet is not the partner they need.Underserved areas across America need the lower cost financial services that can be provided by credit unions. The doors are open if the vision is there to go through them."
655,LOANLINER®,15,6733,
656,Online Account Opening,34,18553,"IMSI online account opening is fully customizable and integrated. It is designed to incorporate the organization brand and image, and to collect information required to enable account opening. The application can be deployed in house or hosted by IMSI.  The application workflow delivers a streamlined user experience, and provides a fast and secure interface. This comprehensive workflow includes: eligibility validation, identity verification, Patriot Act compliance, automated account decisioning, creation of the new account record in the host system, creation of the new share account products in the host system, Initial account funding from external sources through ACH, EFT and Paypal, Ability to save and restart an application, automated notifications, online banking integration, program enrollment into ATM card, online banking, overdraft protection, eStatements, eAlerts, eNewsletter, and more  "
657,Web Loan Application,15,18553,"IMSI web loan is fully customizable and integrated.   IMSI web loan applications are designed to incorporate the organization brand and image, and can be designed to collect as much information as required. The application workflow is tailored to deliver superior user experience and provide a fast and secured interface to maximize the organization loan generating capabilities. IMSI web loan solution integrates with online banking to deliver online banking loan solution.    Additionally, IMSI web loan applications integrate with host system to retrieve or validate member when applicable and bring the web transaction into the host system. IMSI uses the power of the already installed LOS system to perform automated loan decisioning and provide the loan applicant with an immediate answer. IMSI web loan application can be deployed in house or hosted by IMSI."
658,Online Consumer LOS,15,18554,
659,Online Account Opening,34,6382,
660,Online Consumer LOS,15,6382,
661,Origins,34,7566,
662,Origins,15,7566,
663,LoansPQ™,15,4369,
664,eDOCSignature®,17,122,
665,AnyTimeLender,15,189,
666,InterLend,15,7449,
667,ACTion,15,7149,
668,Opening Act™,34,417,
669,Opening Act™,34,2325,
670,Cavion,34,310,
671,Cavion,15,310,
672,CUnify Web - e*Teller,15,241,
673,Doxim Account Opening,34,2913,"With omnichannel support for in-branch, call center and self-serve applications, Doxim Account Opening speeds customers through the task of opening new or additional accounts in just a few simple steps, in ten minutes or less."
674,Bankjoy,7,18549,
675,Bankjoy,9,18549,
676,Bankjoy,33,18549,
677,Bankjoy,18,18549,
678,Bankjoy,34,18549,
679,Bankjoy,15,18549,
680,Mobi¢int,15,18559,
681,ACCOUNTworks,34,9232,
682,JoinMyCU,34,93,
683,Online Financial Management℠​,26,7456,"Enables diverse financial institutions to enhance the digital banking experience.    JHA Online Financial Management enables diverse financial institutions to enhance the digital banking experience. It provides a high-value financial management service that boosts consumer engagement and retention, increases cross sales, and provides an important competitive differentiator.     This state-of-the-art OFM solution, which is powered by the industry-leading Geezeo solution, can be completely customized and is fully integrated into Jack Henry & Associates’ NetTeller® Online Banking™ solution. Integration with JHA’s tablet and mobile banking solutions is in development.     Financial institutions also have access to proven marketing resources that drive consumer adoption. It also features a sophisticated marketing platform that collects the financial and behavioral data necessary to generate accurate consumer insights. This data can be used to increase wallet share with relevant, highly targeted promotional campaigns."
685,LendingQB,31,18561,
686,FOM Amendment Consulting,42,7318,
687,CU*Base,3,18563,
688,eDOCSignature®,17,18563,
689,CheckLogic Mobile™,7,18563,
690,NSJoin,34,3592,
691,Doxim Loan Origination,15,2913,"Offer a superior member experience to individual borrowers and businesses during the loan application process with Doxim Loan Origination. This solution with retail and commercial loan origination capabilities streamlines lending with support for a natural, conversational application process, offers loan decisioning support, and automatically generates loan-related documentation, so your lenders can focus on building relationships rather than paperwork.  Doxim’s powerful SaaS loan origination solution was developed in collaboration with financial institutions like yours and fine-tuned to support your process improvement, compliance, productivity, staff and member experience modernization initiatives."
692,CashPlease™,43,10605,
693,QCash,43,18565,
694,uOpen & uFund®,34,7443,
695,LogicFI,15,7225,
696,LogicFI,43,7225,
697,Check 21 MDC,25,4496,
698,ExpandCU,42,1,An interactive mapping solution that can help credit unions identify how to grow their field of membership. 
699,FundsXpress,34,4227,
700,Mobi¢int,9,18559,
701,iCore360,3,6719,
702,Centryx,15,241,
703,CUOpen24,34,6051,
704,CUnify Web - e*Teller,34,241,
705,M360 Enterprise,48,11762,
706,AdvantEdge Analytics,48,6733,
707,Member.Net,34,4849,
708,Loancierge™,15,241,
709,Gro Account Opening,34,18572,
710,Sign,17,18573,
711,Echosign,17,18573,
712,Akcelerant,34,6630,"Our innovative Account Origination module streamlines the application process, allowing prospective account holders or applicants to apply and be approved for a new account or product. During the same session, they can initiate, and in some cases complete, activities required for a wide variety of account origination services."
713,Account Opening,34,11368,
714,Computershare,34,3164,
715,JoinMyCU,34,2338,
716,uLoan,15,7443,
717,NetTeller,34,417,
718,MDT,34,1448,
719,Maestro,34,241,
720,Oasis,34,3044,
721,Power Forms,17,10506,
722,DocuSign,17,10506,
723,SymApp,34,417,
724,SymApp,15,417,
725,Envoy Online Application Suite™,34,18577,"The ELA™ and EMA™ products from Symitar® are ideal for enhancing the process for in-person applications created by credit union employees. However, in today’s mobile world, consumers need to be able to apply for loans and membership whenever and wherever they happen to be at the moment. If that’s what your members need, you need Envoy.    Envoy is licensed software that you control, customize, and administer with no per-seat or per-application charges. This means that you’re never penalized for your own success in online lending or membership drives. And thanks to Envoy’s responsive design, applications render correctly on PCs, as well as all mobile devices."
726,Enhanced Member Application™,34,417,"Enhanced Member Application (EMA) delivers an efficient and automated solution to managing the entry and completion of a membership application. EMA handles the entire setup, including initial account records and funding. Using EMA, credit unions can automatically create name records at either the account or share level.    EMA also manages existing accounts. Credit unions can add additional accounts and update basic information to a member’s profile that was initially created in EMA. The completely customizable interface allows credit unions to meet their own process and product needs.    EMA's annual subscription plan includes phone support, access to template updates, and up to 30 hours of custom requirements, estimating, and programming time per year. This covers integration with Refi Analyzer™ as well as other products and services."
727,FlowTracker SAAS,48,18570,"Information you need from Data you have.  Know the actions needed to achieve plan and motivate your front line staff with achievable Member-centric sales and attrition goals.    Understand changes in Member term, risk and product preference easily with pre-packaged BI reports.  It only takes a few days and six data fields to transform your understanding of deposit and loan sales, attrition and product substitution dynamics and member behavior with FlowTracker.   "
728,Mobicint,34,18559,
729,Sharetec,34,124,
730,JoinMyCU,34,69,
731,CU Solutions Group,34,10710,
732,oFlows,34,2262,
733,Account Opening,34,9508,
734,Total Member Care,34,130,
735,Enhanced Member Application™,34,2325,
736,Member Application Worksheet,45,2325,
737,Episys OFAC,51,417,
738,DataVerify,51,18578,
739,ChexSystems,51,189,
740,Online Secure Form,34,6710,
741,Digital Sales Platform,34,18579,
742,DeposZip® Mobile Deposit,25,5885,
743,Member.Net,15,4849,
744,DepositWizard 2.0,25,18581,
745,Select Mobile™ Deposit,25,10812,
746,CompuSource Mobile Banking,6,3397,
747,mpowered,6,6547,
748,Lendkey,52,10708,
749,CU Student Choice,52,9211,
750,Cavion Plus,31,310,
751,Prime+,31,6777,
752,Orchestrator®,31,6777,
753,Consumer Banking,9,5607,
754,Credit Processing,10,8086,
755,Personal Teller Machine,53,10073,"The Personal Teller Machine allows your members to conduct 90% of the transactions traditionally handled by a teller. It’s a complete self-service banking kiosk solution engineered specifically for retail banking transactions because it integrates directly with the core platform. At just over 1 sq. ft., the Personal Teller Machine has the smallest footprint in the self-service banking kiosk industry and can be placed anywhere in the branch - no construction required. "
756,ST9700 Secure MICR Check Printers,54,10073,"MICR printers from Source Technologies are engineered specifically to print checks and other negotiable documents. Our secure check printer solutions significantly reduce the costs associated with pre-printed check stock and virtually eliminate the risk of check fraud, a reported* $11 billion per year problem.    Source Technologies' secure MICR printers eliminate the need to purchase, maintain and secure pre-printed check stock and forms because we can print all necessary information on the check in a single pass. Print logos, addresses, amounts, and the MICR line all at once on blank check stock. With a MICR check printer, the savings in paper costs alone exceeds 80%.    We help our customers reduce their exposure to check fraud by building 15 distinct security features into the MICR check printers. From better toner adhesion to full data encryption, these features have been custom engineered specifically to combat a variety of check fraud schemes. And since we’ve also eliminated the need for pre-printed check stock, you don’t have to worry about having to protect against theft of what are effectively blank checks.    In fact, we're so confident in our MICR printers and supplies, we back our products with our MICR Check Printing Performance Guarantee. We'll even pay your bank fees related to any MICR issues that arise if we can't help resolve them."
757,Online Banking,9,18582,"Responsive design with intuitive features including the ability to search across accounts in real time, add tags, images, or notes to transactions for data analytics, use quick access features from any screen, and view account overview graphs."
758,Mobile Banking,6,18582,"Adult Mobile Banking Reach more of your members with our full-featured mobile app. Designed for ease of use, accessibility, and style, the app delivers all the features of online banking in a native app format. Consumers expect high-quality mobile tools from their financial institution. Our app delivers on their expectation.  Kids Mobile Banking Mobile banking with easy to use tools for the younger crowd. Simple features highlight saving and promote financial awareness. Earn achievements for being financially responsible, learning positive habits that last a lifetime."
759,Symmetry,9,6601,
760,Symmetry,6,6601,
761,Symmetry Bill Pay,33,6601,
762,DecisionLender,15,8920,
763,Vendor Solutions ,1,4496,"Vendor due diligence is becoming increasingly important, especially in the financial industry. Protect your institution with an effective vendor management program that ensures your vendors are adhering to all applicable compliance requirements - VendorSolutions is easy to use, low cost, efficient, and delivers real-time risk management."
764,Board Reports,1,4496,"BoardReports.org is your file transfer system for your board of directors, audit committees, or any organization where you need to store and share files securely. Have confidence in your data transportation with our branded, hosted solution, protected in our highly redundant virtual environment. Our newest features are sure to impress, with a bulletin board, poll system, and calendar to easily communicate with your organization."
765,OnCore Forms ,54,4496,"United Solutions has recognized the growing digital era. With this recognition we have created our very own electronic forms product, OnCoreForms.  OnCore Forms will eliminate your need to provide physical storage space and effectively reduce the cost of supplies for such things as photocopying, printing, pre-printed forms, etc. OnCore Forms are significantly more mobile empowering you the ability to e-mail or message them instead of couriered or faxed. With electronic signatures, OnCore Forms may be archived reducing exposure to damage or loss."
766,CU Assured,44,4496,"It's no longer a matter of if, but when your credit union will be attacked; credit unions similar to yours are experiencing breaches daily. Our team is committed to helping credit unions like yours improve their security posture with our managed security service, CU Assured. From SIEM deployment to log management to incident response to filling a skills gap on your security team, CU Assured has you covered. Our Managed Security Services helps credit unions gain visibility, meet compliance, and lower overall IT Security costs. Your data will never leave your credit union."
767,MoveMoney - P2P Payments,8,231,
768,Velocity™,15,241,"Velocity™ from Fiserv is an open-architecture loan origination system that supports consumer, business, home equity and indirect loans on the same platform and allows you to tap into a new generation of borrowers who expect instant, online services.    Velocity from Fiserv offers everything your institution needs for streamlined, efficient lending across multiple loan types and allows for easy customization to accommodate market and institutional demands. With credit, decision and forms engines built on the latest technology, you can tailor your lending standards to meet your overall business strategies and achieve quick ROI.    Velocity integrates all of the essential system components required for lending success, including loan origination software, decision support tools, workflow software and image capture capabilities. Individual modules support the types of loans needed to compete in today's lending environment, with each module delivering powerful, targeted capabilities. As a pre-configured solution with comprehensive features – and optional add-ons – Velocity provides a complete, cost-effective solution.    The Velocity platform gives you greater choice and control in implementing a smooth, efficient lending process. The system easily integrates with many credit union and bank account processing solutions and third-party specialty applications for critical lending functions – from credit scoring and imaging, to forms, credit compliance, insurance and much more.    By facilitating seamless integrations that support your lending process, Velocity eliminates data re-entry, improves data accuracy and boosts staff productivity from initial receipt of the application through loan booking."
769,Orpheus,9,5828,
770,Precision®,9,241,
771,Encompass,31,10620,
772,Cleartouch,9,241,
773,"Gunther Computer Systems, Inc",9,6019,
774,"APPRO Systems, Inc.",15,7149,
775,Internet Lender,15,6843,
776,Q2 Account Opening,34,48,
777,Q2 Online LOS,15,48,
778,myCUmortgage,31,6736,
779,LoanStreet,49,18574,
780,LoanStreet,50,18574,
781,"Calyx Software, Inc.",31,10624,
782,FedComp. Inc. - Platinum Enhanced,3,23,Windows based core system recommended for growing credit unions that want to deliver real time EFT services to their members.
783,FedComp. Inc. - Platinum Elite,3,23,Windows based core system recommended for full service credit unions and includes a full back office suite of modules. This package also includes future software developed by our programming team to keep your credit union on the cutting edge of technology.
784,MortgageHippo LOS,31,18584,
785,IDS,18,18585,
786,Acculynk - Payzur,8,4227,
787,VIEW,9,918,
788,mpowered,33,6547,
789,Q2 - 4.0,9,48,
790,MAPs,10,18586,
791,Dream Points,55,18587,
792,Dream Points,55,18586,
793,uChoose,55,241,
794,Sharetec,24,228,
795,VIEW,24,918,
796,Sharetec,24,6741,
797,WebFederal (PM Systems),34,241,
798,AMIS,15,6051,
799,It's Me 247,15,93,
800,NSLoan,15,3592,
801,Loan Writer,15,3164,
802,Oasis,15,3044,
803,Online Secure Form,15,6710,
804,Mortgagebot,31,310,
805,CampusDoor,52,18588,
806,CO-OP,15,210,
807,NetTeller,56,417,
808,SalesForce,31,18579,
809,Digital Sales Platform,15,18579,
810,Student Loan Application,52,18590,
811,ACCOUNTworks,15,9232,
812,OneClick Financial™,34,18593,
813,Summit,15,4988,
814,eSwitchKit,57,18599,
816,Allegro™,15,18600,
817,TruGrid,24,18589,"TruGrid simplifies corporate-wide access to Enterprise Workspaces that are based on Microsoft Remote Desktop Services (RDS).   TruGrid includes integrated security and cloud scalability, including MFA and Identity Management Risk Alerts. TruGrid can be implemented in minutes.   Visit www.trugrid.com to sign up for a free trial account today!"
818,Xpress-pay,33,18601,
819,PSCU,10,130,
820,https://mainstreetinc.com,58,18602,
821,Harland Clarke,58,6902,
822,Sharetec,34,228,
823,Sharetec,34,6741,
824,Sharetec,34,6794,
825,Sallie Mae,52,18603,
826,cuLearn,52,18604,
827,EBPP,33,18605,
828,ScoreCard,55,189,
829,Doxo,33,18606,
830,Narmi,9,18580,
831,Member Advantage Mortgage,31,18607,
832,Byte,31,12798,
833,PCLender,31,241,
834,CURewards®,55,130,
835,uSelect,7,1448,
836,JoinCU,34,1,
837,I2OLB,9,10958,
838,i2Mobile,6,10958,
839,Bill Pay,33,10958,
840,DX View,18,18610,
841,Member First Mortgage,31,9288,
842,Online Banking by Kony,9,11027,
843,Wunderlender,15,5602,
844,Commercial Lending,41,18574,"LoanStreet’s commercial loan origination and administration platform is a turnkey solution for any size credit union, loan or deal volume. By automating and streamlining routine management and compliance tasks, we improve transparency and enable you to scale your loan origination and sharing programs."
845,Tyfone,9,5877,
846,Vision XXI,9,12880,
847,MoneyDesktop,26,5620,
848,Zelle,8,241,
849,Doxim CRM,44,2913,"Drawing on our more than 15 years of industry experience, Doxim’s CRM software is built specifically to cater to the needs credit unions. The financial services industry is complex, but managing your member relationships doesn’t have to be. Doxim CRM improves staff productivity, drives sales and marketing success, and helps increase member loyalty."
850,Doxim Business Analytics,48,2913,"Most credit unions have already built a rich store of member-related and operational data. But data alone cannot help you make more informed business decisions and market more effectively to members. To transform raw data into meaningful insights, you need modern, easy-to-use tools like those found in the unique Doxim CEP:  Doxim Business Analytics is a data intelligence solution that allows credit unions to analyze their market share, key performance indicators, and customer engagement indicators.  Doxim CRM+ is an integrated CRM Suite that includes the Doxim Analytics and Campaign Management solutions. Designed specifically for credit unions, this suite combines the power of a CRM with analytical member data, insight, and marketing execution. The result? A bigger, better, and smarter CRM."
851,CO-OP Shared Branching,62,210,
852,Member Rewards,55,210,
853,NYMBUS,9,18515,
854,NYMBUS,6,18515,
855,Symmetry,24,6601,
882,Sync1 Systems,15,18562,
883,Avoka,34,6630,
884,Lumin Digital Platform,9,18668,
887,Banno,9,7456,
